订单 Id,利润率,记录数,制造商,产品名称,利润,发货日期,国家,地区,城市,子类别,客户名称,折扣,数量,省/自治区,类别,细分,订单日期,邮寄方式,销售额
CN-2015-3438839,0.13,1,Sauder,"Sauder 书库, 白色",710.0,2016/9/24,中国,华北,秦皇岛,书架,贺晨,0.0,3,河北,家具,小型企业,2016/9/23,一级,5462.0
CN-2012-4680664,0.1,1,Breville,"Breville 搅拌机, 红色",294.0,2013/6/6,中国,东北,拜泉,器具,牛德伟,0.0,7,黑龙江,办公用品,消费者,2013/6/1,标准级,2948.0
CN-2013-1198697,0.35,1,Ibico,"Ibico 装订机, 耐用",139.0,2014/8/5,中国,中南,洛阳,装订机,徐嘉丽,0.0,5,河南,办公用品,消费者,2014/8/3,一级,396.0
CN-2013-1198697,0.4,1,Harbour Creations,"Harbour Creations 椅垫, 可调",250.0,2014/8/5,中国,中南,洛阳,椅子,徐嘉丽,0.1,2,河南,家具,消费者,2014/8/3,一级,626.0
CN-2014-5486414,0.32,1,Tenex,"Tenex 文件车, 金属",596.0,2015/8/27,中国,西北,西安,收纳具,许娜,0.0,3,陕西,办公用品,小型企业,2015/8/23,标准级,1865.0
CN-2014-5486414,0.21,1,Enermax,"Enermax 备忘录便条, 回收",45.0,2015/8/27,中国,西北,西安,纸张,许娜,0.0,3,陕西,办公用品,小型企业,2015/8/23,标准级,218.0
CN-2014-5486414,0.49,1,Enermax,"Enermax 笔记本, 多色",137.0,2015/8/27,中国,西北,西安,纸张,许娜,0.0,2,陕西,办公用品,小型企业,2015/8/23,标准级,279.0
CN-2015-4757396,0.22,1,Hon,"Hon 沙滩椅, 每套两件",194.0,2016/8/21,中国,西南,重庆,椅子,万刚,0.0,4,重庆,家具,公司,2016/8/18,一级,885.0
CN-2014-5035540,-0.3,1,诺基亚,"诺基亚 音频基座, 全尺寸",-282.0,2015/3/22,中国,华东,仙居,电话,徐杰,0.4,2,浙江,技术,公司,2015/3/22,当日,941.0
US-2013-5834341,-0.5,1,Breville,"Breville 搅拌机, 红色",-632.0,2014/11/29,中国,华东,宁波,器具,毛刚,0.4,5,浙江,办公用品,消费者,2014/11/22,标准级,1263.0
US-2013-5834341,0.4,1,Tenex,"Tenex 搁板, 金属",501.0,2014/11/29,中国,华东,宁波,收纳具,毛刚,0.0,5,浙江,办公用品,消费者,2014/11/22,标准级,1254.0
CN-2014-2606671,0.31,1,Dania,"Dania 墙角架, 白色",541.0,2015/12/6,中国,西南,昆明,书架,刘明,0.0,3,云南,家具,公司,2015/12/2,二级,1744.0
CN-2014-2606671,0.45,1,Hon,"Hon 摇椅, 红色",1371.0,2015/12/6,中国,西南,昆明,椅子,刘明,0.0,5,云南,家具,公司,2015/12/2,二级,3048.0
CN-2015-2102819,0.36,1,宜家,"宜家 搁架, 传统",572.0,2016/5/25,中国,华东,宿州,书架,徐虹,0.0,2,安徽,家具,公司,2016/5/20,标准级,1590.0
CN-2015-2102819,0.23,1,苹果,"苹果 耳机, 混合尺寸",245.0,2016/5/25,中国,华东,宿州,电话,徐虹,0.0,3,安徽,技术,公司,2016/5/20,标准级,1066.0
CN-2013-5687295,0.44,1,Fellowes,"Fellowes 盘, 工业",356.0,2014/2/6,中国,东北,汪清,收纳具,袁关茵,0.0,3,吉林,办公用品,消费者,2014/2/2,标准级,810.0
CN-2015-4173980,0.31,1,Hon,"Hon 凳子, 可调",721.0,2016/10/7,中国,华东,青岛,椅子,邹丽雪,0.0,3,山东,家具,小型企业,2016/10/5,二级,2326.0
CN-2014-4757928,0.1,1,Deflect-O,"Deflect-O 分层置放架, 耐用",31.0,2015/6/27,中国,东北,扶余,用具,罗琼,0.0,3,吉林,家具,消费者,2015/6/21,标准级,312.0
CN-2015-3746616,0.02,1,OIC,"OIC 按钉, 每包 12 个",8.0,2016/10/8,中国,华东,黄山,系固件,邱荷,0.0,6,安徽,办公用品,消费者,2016/10/2,标准级,402.0
CN-2015-3746616,0.11,1,Acme,"Acme 剪刀, 蓝色",65.0,2016/10/8,中国,华东,黄山,用品,邱荷,0.0,5,安徽,办公用品,消费者,2016/10/2,标准级,594.0
CN-2014-2069532,0.27,1,Safco,"SAFCO 扶手椅, 黑色",1157.0,2015/6/19,中国,东北,阿城,椅子,林丹,0.0,2,黑龙江,家具,消费者,2015/6/14,标准级,4284.0
CN-2013-2881872,0.22,1,Breville,"Breville 烤面包机, 黑色",625.0,2014/7/18,中国,中南,洛阳,器具,邵鹏,0.0,8,河南,办公用品,消费者,2014/7/14,标准级,2843.0
CN-2013-2881872,0.32,1,Ames,"Ames 商业信封, 红色",81.0,2014/7/18,中国,中南,洛阳,信封,邵鹏,0.0,3,河南,办公用品,消费者,2014/7/14,标准级,255.0
CN-2013-2881872,0.09,1,Safco,"Safco 柜, 黑色",143.0,2014/7/18,中国,中南,洛阳,书架,邵鹏,0.0,2,河南,家具,消费者,2014/7/14,标准级,1588.0
US-2015-5180154,-0.07,1,Hewlett,"Hewlett 墨水, 每套两件",-56.0,2016/5/12,中国,东北,营口,复印机,邓珊,0.4,2,辽宁,技术,消费者,2016/5/8,标准级,833.0
US-2015-5180154,0.01,1,Rogers,"Rogers 文件车, 蓝色",20.0,2016/5/12,中国,东北,营口,收纳具,邓珊,0.0,3,辽宁,办公用品,消费者,2016/5/8,标准级,1982.0
CN-2015-2875530,0.14,1,贝尔金,"贝尔金 键盘, 耐用",110.0,2016/12/14,中国,东北,双城,配件,巩凤,0.0,2,黑龙江,技术,公司,2016/12/9,标准级,785.0
CN-2014-5579979,0.41,1,Advantus,"Advantus 橡皮筋, 每包 12 个",61.0,2015/12/23,中国,华东,曲阜,系固件,陶莞颖,0.0,2,山东,办公用品,公司,2015/12/19,标准级,150.0
CN-2012-4992845,0.12,1,Hon,"Hon 运输标签, 白色",32.0,2013/12/8,中国,中南,浯溪,标签,傅晨,0.0,5,湖南,办公用品,公司,2013/12/8,当日,265.0
CN-2012-4992845,0.34,1,Ibico,"Ibico 打孔机, 透明",47.0,2013/12/8,中国,中南,浯溪,装订机,傅晨,0.0,1,湖南,办公用品,公司,2013/12/8,当日,140.0
CN-2012-4992845,0.01,1,Acco,"Acco 装订机盖, 透明",4.0,2013/12/8,中国,中南,浯溪,装订机,傅晨,0.0,7,湖南,办公用品,公司,2013/12/8,当日,417.0
US-2013-3025510,-0.1,1,Acme,"Acme 修剪器, 锯齿状",-12.0,2014/9/26,中国,西南,南充,用品,唐宁,0.4,1,四川,办公用品,公司,2014/9/26,当日,116.0
US-2013-3025510,-0.43,1,Sauder,"Sauder 搁架, 金属",-471.0,2014/9/26,中国,西南,南充,书架,唐宁,0.4,2,四川,家具,公司,2014/9/26,当日,1087.0
US-2013-3025510,-0.67,1,Wilson Jones,"Wilson Jones 装订机, 耐用",-136.0,2014/9/26,中国,西南,南充,装订机,唐宁,0.4,5,四川,办公用品,公司,2014/9/26,当日,203.0
US-2013-3025510,-0.63,1,Memorex,"Memorex 记忆卡, 实惠",-544.0,2014/9/26,中国,西南,南充,配件,唐宁,0.4,3,四川,技术,公司,2014/9/26,当日,859.0
US-2013-3025510,-0.07,1,Avery,"Avery 打孔机, 透明",-37.0,2014/9/26,中国,西南,南充,装订机,唐宁,0.4,7,四川,办公用品,公司,2014/9/26,当日,536.0
CN-2015-5834341,0.44,1,Rogers,"Rogers 盘, 工业",383.0,2016/10/2,中国,东北,吉林市,收纳具,邵黎明,0.0,3,吉林,办公用品,小型企业,2016/9/25,标准级,870.0
US-2013-4230867,-0.35,1,Stockwell,"Stockwell 图钉, 混合尺寸",-33.0,2014/9/24,中国,东北,抚顺,系固件,袁丽华,0.4,3,辽宁,办公用品,公司,2014/9/20,二级,92.0
CN-2014-3526566,0.48,1,摩托罗拉,"摩托罗拉 音频基座, 蓝色",776.0,2015/12/30,中国,华北,天津,电话,周诚,0.0,2,天津,技术,公司,2015/12/30,当日,1618.0
CN-2013-4084381,0.33,1,摩托罗拉,"摩托罗拉 音频基座, 混合尺寸",1628.0,2014/10/29,中国,华北,唐山,电话,钱宁,0.0,6,河北,技术,公司,2014/10/23,标准级,4934.0
CN-2015-1154983,0.03,1,Sanford,"Sanford 钢笔, 蓝色",2.0,2016/2/8,中国,华东,定陶,美术,潘舟,0.0,1,山东,办公用品,消费者,2016/2/5,一级,52.0
CN-2015-2062805,0.17,1,Eldon,"Eldon 闹钟, 耐用",85.0,2016/9/18,中国,华东,青岛,用具,赵幂,0.0,2,山东,家具,消费者,2016/9/17,一级,500.0
US-2012-3490090,-0.5,1,Deflect-O,"Deflect-O 框架, 耐用",-600.0,2013/10/13,中国,西南,自贡,用具,田诚,0.4,4,四川,家具,小型企业,2013/10/11,二级,1199.0
US-2012-3490090,-0.67,1,Office Star,"Office Star 扶手椅, 黑色",-868.0,2013/10/13,中国,西南,自贡,椅子,田诚,0.4,1,四川,家具,小型企业,2013/10/11,二级,1302.0
CN-2013-5105254,-0.07,1,Ibico,"Ibico 订书机, 实惠",-48.0,2014/8/31,中国,华东,宝应,装订机,钱珊,0.4,5,江苏,办公用品,公司,2014/8/27,标准级,720.0
CN-2012-5687295,0.31,1,Office Star,"Office Star 椅垫, 黑色",83.0,2013/5/26,中国,中南,衡阳,椅子,龙廷,0.1,1,湖南,家具,消费者,2013/5/23,二级,266.0
CN-2015-3867173,0.37,1,Novimex,"Novimex 圆形标签, 耐用",46.0,2016/2/14,中国,华东,青岛,标签,赵强,0.0,4,山东,办公用品,消费者,2016/2/10,二级,124.0
CN-2015-3867173,0.39,1,Acme,"Acme 大剪刀, 锯齿状",424.0,2016/2/14,中国,华东,青岛,用品,赵强,0.0,5,山东,办公用品,消费者,2016/2/10,二级,1088.0
CN-2015-3867173,0.17,1,Ibico,"Ibico 装订机盖, 透明",31.0,2016/2/14,中国,华东,青岛,装订机,赵强,0.0,3,山东,办公用品,消费者,2016/2/10,二级,184.0
CN-2015-1246652,0.47,1,Smead,"Smead 锁柜, 金属",1299.0,2016/6/21,中国,中南,南宁,收纳具,洪康,0.0,3,广西,办公用品,消费者,2016/6/17,标准级,2765.0
CN-2015-1246652,0.17,1,Deflect-O,"Deflect-O 框架, 一包多件",174.0,2016/6/21,中国,中南,南宁,用具,洪康,0.0,2,广西,家具,消费者,2016/6/17,标准级,1028.0
CN-2015-1246652,0.44,1,Advantus,"Advantus 框架, 一包多件",1369.0,2016/6/21,中国,中南,南宁,用具,洪康,0.0,6,广西,家具,消费者,2016/6/17,标准级,3113.0
CN-2015-1246652,0.16,1,Acco,"Acco 打孔机, 耐用",141.0,2016/6/21,中国,中南,南宁,装订机,洪康,0.0,6,广西,办公用品,消费者,2016/6/17,标准级,885.0
CN-2015-3122639,0.15,1,Tenex,"Tenex 灯泡, 优质",73.0,2016/11/15,中国,华北,廊坊,用具,刘婵,0.0,6,河北,家具,消费者,2016/11/11,二级,491.0
CN-2013-5631342,0.4,1,Tenex,"Tenex 搁板, 金属",200.0,2014/1/27,中国,华东,宿州,收纳具,林德伟,0.0,2,安徽,办公用品,公司,2014/1/24,一级,501.0
US-2015-5414820,-0.09,1,Novimex,"Novimex 沙滩椅, 可调",-36.0,2016/5/13,中国,中南,耒阳,椅子,佘莲,0.1,2,湖南,家具,消费者,2016/5/7,标准级,407.0
CN-2015-2606671,0.07,1,Rubbermaid,"Rubvermaid 分层置放架, 耐用",4.0,2016/10/21,中国,东北,沈阳,用具,孙荷,0.4,1,辽宁,家具,公司,2016/10/17,标准级,62.0
CN-2015-2606671,0.23,1,Smead,"Smead 锁柜, 工业",427.0,2016/10/21,中国,东北,沈阳,收纳具,孙荷,0.0,2,辽宁,办公用品,公司,2016/10/17,标准级,1856.0
CN-2015-2606671,-0.12,1,罗技,"罗技 鼠标, 回收",-27.0,2016/10/21,中国,东北,沈阳,配件,孙荷,0.4,3,辽宁,技术,公司,2016/10/17,标准级,228.0
CN-2012-3557528,0.34,1,贝尔金,"贝尔金 记忆卡, 可编程",1292.0,2013/3/6,中国,华东,淮南,配件,潘荷,0.0,7,安徽,技术,小型企业,2013/3/1,标准级,3799.0
CN-2013-5099065,0.18,1,Hamilton Beach,"Hamilton Beach 咖啡研磨机, 红色",71.0,2014/6/2,中国,华东,烟台,器具,邱丽雪,0.0,2,山东,办公用品,公司,2014/5/31,一级,398.0
CN-2013-5099065,0.15,1,Memorex,"Memorex 鼠标, 可编程",62.0,2014/6/2,中国,华东,烟台,配件,邱丽雪,0.0,3,山东,技术,公司,2014/5/31,一级,415.0
CN-2014-5542988,0.18,1,Harbour Creations,"Harbour Creations 沙滩椅, 可调",430.0,2015/12/16,中国,西南,重庆,椅子,贾嫒,0.0,8,重庆,家具,公司,2015/12/11,标准级,2393.0
CN-2014-4114478,0.18,1,Cameo,"Cameo 马尼拉纸信封, 回收",86.0,2015/9/8,中国,华东,淮阴,信封,周木兰,0.0,4,江苏,办公用品,消费者,2015/9/2,标准级,482.0
CN-2013-5564146,0.08,1,Memorex,"Memorex 闪存驱动器, 耐用",11.0,2014/10/23,中国,华东,上海,配件,冯乐,0.0,1,上海,技术,消费者,2014/10/22,一级,138.0
CN-2013-5564146,0.43,1,Safco,"Safco 书架, 传统",1495.0,2014/10/23,中国,华东,上海,书架,冯乐,0.0,5,上海,家具,消费者,2014/10/22,一级,3476.0
CN-2013-3815654,0.38,1,Acco,"Acco 打孔机, 回收",54.0,2014/5/29,中国,华东,烟台,装订机,牛惠,0.0,1,山东,办公用品,小型企业,2014/5/24,标准级,142.0
CN-2012-3722391,0.12,1,Elite,"Elite 美工刀, 蓝色",39.0,2013/11/26,中国,西南,重庆,用品,李丽丽,0.0,2,重庆,办公用品,消费者,2013/11/22,标准级,326.0
CN-2012-3722391,0.05,1,Stiletto,"Stiletto 开信刀, 钢",13.0,2013/11/26,中国,西南,重庆,用品,李丽丽,0.0,2,重庆,办公用品,消费者,2013/11/22,标准级,259.0
CN-2012-3722391,0.14,1,夏普,"夏普 传真复印机, 彩色",175.0,2013/11/26,中国,西南,重庆,复印机,李丽丽,0.2,2,重庆,技术,消费者,2013/11/22,标准级,1270.0
CN-2015-1197917,0.26,1,SanDisk,"SanDisk 路由器, 耐用",934.0,2016/4/7,中国,中南,衡阳,配件,邱丽雪,0.0,3,湖南,技术,公司,2016/4/4,一级,3592.0
CN-2015-1197917,0.03,1,Hamilton Beach,"Hamilton Beach 冰箱, 黑色",140.0,2016/4/7,中国,中南,衡阳,器具,邱丽雪,0.0,2,湖南,办公用品,公司,2016/4/4,一级,4663.0
US-2012-2530333,0.04,1,Avery,"Avery 可去除的标签, 白色",4.0,2013/7/11,中国,中南,宜昌,标签,楚娟,0.0,2,湖北,办公用品,消费者,2013/7/8,一级,100.0
US-2012-2530333,-0.15,1,诺基亚,"诺基亚 办公室电话机, 全尺寸",-196.0,2013/7/11,中国,中南,宜昌,电话,楚娟,0.4,7,湖北,技术,消费者,2013/7/8,一级,1302.0
US-2012-2530333,-0.03,1,Office Star,"Office Star 椅垫, 黑色",-18.0,2013/7/11,中国,中南,宜昌,椅子,楚娟,0.4,3,湖北,家具,消费者,2013/7/8,一级,532.0
US-2012-2530333,0.09,1,施乐,"施乐 令, 回收",22.0,2013/7/11,中国,中南,宜昌,纸张,楚娟,0.0,2,湖北,办公用品,消费者,2013/7/8,一级,245.0
US-2012-2530333,-0.3,1,Dania,"Dania 古典书架, 白色",-1389.0,2013/7/11,中国,中南,宜昌,书架,楚娟,0.4,4,湖北,家具,消费者,2013/7/8,一级,4629.0
US-2012-2530333,-0.25,1,Cardinal,"Cardinal 订书机, 回收",-106.0,2013/7/11,中国,中南,宜昌,装订机,楚娟,0.4,3,湖北,办公用品,消费者,2013/7/8,一级,421.0
CN-2014-2530333,0.26,1,Enermax,"Enermax 键区, 回收",401.0,2015/12/10,中国,中南,开封,配件,毛芯,0.0,6,河南,技术,公司,2015/12/6,二级,1544.0
CN-2014-2530333,0.24,1,施乐,"施乐 羊皮纸, 每包 12 个",39.0,2015/12/10,中国,中南,开封,纸张,毛芯,0.0,2,河南,办公用品,公司,2015/12/6,二级,162.0
US-2014-4842730,0.31,1,Eaton,"Eaton 笔记本, 优质",77.0,2015/10/9,中国,东北,龙井,纸张,夏彩,0.0,2,吉林,办公用品,消费者,2015/10/7,二级,248.0
CN-2015-3108642,0.42,1,宜家,"宜家 书库, 传统",1424.0,2016/11/11,中国,西南,永川,书架,谢君,0.0,2,重庆,家具,消费者,2016/11/7,标准级,3392.0
CN-2015-3108642,0.37,1,Wilson Jones,"Wilson Jones 打孔机, 回收",147.0,2016/11/11,中国,西南,永川,装订机,谢君,0.0,3,重庆,办公用品,消费者,2016/11/7,标准级,397.0
CN-2015-5037027,0.21,1,Eldon,"Eldon 灯泡, 耐用",65.0,2016/3/12,中国,东北,哈尔滨,用具,徐蔓楚,0.0,3,黑龙江,家具,公司,2016/3/8,二级,311.0
CN-2015-5037027,0.31,1,Stiletto,"Stiletto 修剪器, 工业",192.0,2016/3/12,中国,东北,哈尔滨,用品,徐蔓楚,0.0,3,黑龙江,办公用品,公司,2016/3/8,二级,621.0
CN-2014-1150523,0.26,1,Binney & Smith,"Binney & Smith 铅笔刀, 蓝色",78.0,2015/8/10,中国,中南,梧州,美术,常惠英,0.2,3,广西,办公用品,消费者,2015/8/6,标准级,299.0
CN-2014-1150523,0.45,1,Stockwell,"Stockwell 夹子, 混合尺寸",68.0,2015/8/10,中国,中南,梧州,系固件,常惠英,0.0,2,广西,办公用品,消费者,2015/8/6,标准级,152.0
CN-2014-1150523,0.16,1,Tenex,"Tenex 闹钟, 一包多件",150.0,2015/8/10,中国,中南,梧州,用具,常惠英,0.0,4,广西,家具,消费者,2015/8/6,标准级,939.0
CN-2013-2699733,0.28,1,OIC,"OIC 图钉, 每包 12 个",106.0,2014/4/18,中国,中南,广州,系固件,封乐,0.0,6,广东,办公用品,消费者,2014/4/11,标准级,378.0
CN-2013-2699733,0.17,1,Cuisinart,"Cuisinart 烤面包机, 白色",123.0,2014/4/18,中国,中南,广州,器具,封乐,0.0,3,广东,办公用品,消费者,2014/4/11,标准级,722.0
CN-2014-1436231,0.05,1,Avery,"Avery 打孔机, 回收",20.0,2015/9/1,中国,华北,忻州,装订机,常丽华,0.0,3,山西,办公用品,消费者,2015/8/27,二级,395.0
CN-2013-2245112,0.45,1,Novimex,"Novimex 圆形标签, 红色",13.0,2014/8/15,中国,华东,枣庄,标签,曹鹏,0.0,1,山东,办公用品,消费者,2014/8/10,标准级,28.0
US-2015-3174894,-0.15,1,Advantus,"Advantus 分层置放架, 耐用",-50.0,2016/6/10,中国,华东,苏州,用具,柯强,0.4,5,江苏,家具,消费者,2016/6/3,标准级,328.0
US-2015-3174894,0.04,1,Hon,"Hon 可去除的标签, 白色",7.0,2016/6/10,中国,华东,苏州,标签,柯强,0.0,4,江苏,办公用品,消费者,2016/6/3,标准级,192.0
CN-2014-4591322,0.32,1,Advantus,"Advantus 图钉, 混合尺寸",33.0,2015/12/22,中国,西北,余下,系固件,周康,0.0,2,陕西,办公用品,消费者,2015/12/17,标准级,103.0
CN-2013-5445015,0.38,1,Office Star,"Office Star 椅垫, 黑色",449.0,2014/11/15,中国,华北,彭城,椅子,余舟,0.0,4,河北,家具,小型企业,2014/11/13,二级,1183.0
CN-2013-1244124,0.15,1,摩托罗拉,"摩托罗拉 信号增强器, 整包",401.0,2014/12/26,中国,华东,莆田,电话,毛保,0.0,4,福建,技术,公司,2014/12/22,标准级,2673.0
CN-2013-2210906,0.0,1,Acco,"Acco 装订机, 透明",0.0,2014/5/24,中国,华东,青州,装订机,陶博,0.0,3,山东,办公用品,消费者,2014/5/17,标准级,205.0
CN-2013-2210906,0.46,1,Breville,"Breville 烤面包机, 红色",1317.0,2014/5/24,中国,华东,青州,器具,陶博,0.0,8,山东,办公用品,消费者,2014/5/17,标准级,2864.0
CN-2013-2210906,0.13,1,Hoover,"Hoover 微波炉, 黑色",747.0,2014/5/24,中国,华东,青州,器具,陶博,0.0,4,山东,办公用品,消费者,2014/5/17,标准级,5751.0
CN-2013-2210906,0.06,1,Fiskars,"Fiskars 尺子, 蓝色",8.0,2014/5/24,中国,华东,青州,用品,陶博,0.0,2,山东,办公用品,消费者,2014/5/17,标准级,135.0
US-2012-1166865,-0.5,1,夏普,"夏普 墨水, 红色",-344.0,2013/8/24,中国,中南,武汉,复印机,徐菊,0.4,2,湖北,技术,消费者,2013/8/24,当日,687.0
CN-2015-2588842,0.29,1,Jiffy,"Jiffy 局间信封, 每套 50 个",125.0,2016/9/7,中国,华东,宁波,信封,许根基,0.0,2,浙江,办公用品,小型企业,2016/9/4,一级,433.0
CN-2015-3534471,0.14,1,KitchenAid,"KitchenAid 烤面包机, 红色",446.0,2016/6/24,中国,华北,太原,器具,徐伟,0.0,8,山西,办公用品,消费者,2016/6/20,二级,3185.0
CN-2015-3534471,0.35,1,Ibico,"Ibico 装订机, 耐用",55.0,2016/6/24,中国,华北,太原,装订机,徐伟,0.0,2,山西,办公用品,消费者,2016/6/20,二级,158.0
CN-2015-4985754,0.09,1,Accos,"Accos 夹子, 整包",24.0,2016/8/27,中国,西南,海口,系固件,谢斯云,0.0,3,云南,办公用品,公司,2016/8/25,一级,271.0
CN-2015-4985754,0.42,1,Novimex,"Novimex 运输标签, 红色",42.0,2016/8/27,中国,西南,海口,标签,谢斯云,0.0,2,云南,办公用品,公司,2016/8/25,一级,101.0
CN-2015-4985754,0.34,1,贝尔金,"贝尔金 记忆卡, 可编程",369.0,2016/8/27,中国,西南,海口,配件,谢斯云,0.0,2,云南,技术,公司,2016/8/25,一级,1086.0
CN-2014-3289723,0.13,1,Rogers,"Rogers 文件车, 金属",85.0,2015/4/17,中国,华北,石家庄,收纳具,冯婷,0.0,1,河北,办公用品,小型企业,2015/4/10,标准级,656.0
CN-2014-3289723,0.06,1,柯尼卡,"柯尼卡 卡片打印机, 耐用",196.0,2015/4/17,中国,华北,石家庄,设备,冯婷,0.0,4,河北,技术,小型企业,2015/4/10,标准级,3272.0
CN-2012-5510381,0.2,1,SanDisk,"SanDisk 记忆卡, 实惠",315.0,2013/6/16,中国,华北,天津,配件,任杰,0.0,3,天津,技术,消费者,2013/6/14,一级,1574.0
CN-2012-5510381,0.12,1,Stanley,"Stanley 荧光笔, 混合尺寸",20.0,2013/6/16,中国,华北,天津,美术,任杰,0.0,2,天津,办公用品,消费者,2013/6/14,一级,167.0
CN-2012-5510381,0.34,1,贝尔金,"贝尔金 记忆卡, 可编程",923.0,2013/6/16,中国,华北,天津,配件,任杰,0.0,5,天津,技术,消费者,2013/6/14,一级,2714.0
US-2014-5247158,0.08,1,Eldon,"Eldon 锁柜, 金属",147.0,2015/10/5,中国,东北,鞍山,收纳具,余凤,0.0,2,辽宁,办公用品,消费者,2015/9/30,标准级,1838.0
US-2014-5247158,0.12,1,思科,"思科 耳机, 蓝色",29.0,2015/10/5,中国,东北,鞍山,电话,余凤,0.4,1,辽宁,技术,消费者,2015/9/30,标准级,248.0
CN-2013-3216455,0.33,1,Advantus,"Advantus 橡皮筋, 整包",102.0,2014/10/20,中国,中南,浯溪,系固件,薛光,0.0,4,湖南,办公用品,消费者,2014/10/15,标准级,310.0
CN-2015-4173980,-0.22,1,佳能,"佳能 复印机, 每套两件",-318.0,2016/12/3,中国,东北,沈阳,复印机,范娜,0.4,2,辽宁,技术,小型企业,2016/11/28,标准级,1468.0
CN-2015-4173980,-0.05,1,夏普,"夏普 无线传真机, 数字化",-299.0,2016/12/3,中国,东北,沈阳,复印机,范娜,0.4,6,辽宁,技术,小型企业,2016/11/28,标准级,5973.0
CN-2014-5036114,0.13,1,Cardinal,"Cardinal 孔加固材料, 实惠",13.0,2015/8/27,中国,华北,北京,装订机,罗琼,0.0,4,北京,办公用品,消费者,2015/8/22,标准级,100.0
CN-2015-5940390,0.43,1,SanDisk,"SanDisk 令, 多色",438.0,2016/5/31,中国,中南,武汉,纸张,程根基,0.0,7,湖北,办公用品,消费者,2016/5/25,标准级,1019.0
CN-2014-5036114,0.28,1,思科,"思科 耳机, 整包",347.0,2015/10/17,中国,西南,毕节,电话,巩荣,0.0,3,贵州,技术,消费者,2015/10/15,二级,1239.0
CN-2014-5036114,0.02,1,Stanley,"Stanley 记号笔, 金属",8.0,2015/10/17,中国,西南,毕节,美术,巩荣,0.0,4,贵州,办公用品,消费者,2015/10/15,二级,438.0
CN-2015-5956361,0.35,1,Eldon,"Eldon 框架, 一包多件",570.0,2016/9/13,中国,华北,天津,用具,邓姝,0.0,3,天津,家具,消费者,2016/9/8,标准级,1628.0
CN-2015-5956361,0.36,1,Wilson Jones,"Wilson Jones 装订机, 回收",112.0,2016/9/13,中国,华北,天津,装订机,邓姝,0.0,5,天津,办公用品,消费者,2016/9/8,标准级,312.0
CN-2015-5956361,0.49,1,爱普生,"爱普生 电话, 耐用",1298.0,2016/9/13,中国,华北,天津,设备,邓姝,0.0,7,天津,技术,消费者,2016/9/8,标准级,2649.0
CN-2015-5956361,0.49,1,Boston,"Boston 钢笔, 整包",99.0,2016/9/13,中国,华北,天津,美术,邓姝,0.0,3,天津,办公用品,消费者,2016/9/8,标准级,203.0
CN-2015-5956361,0.31,1,Stanley,"Stanley 铅笔刀, 蓝色",251.0,2016/9/13,中国,华北,天津,美术,邓姝,0.0,7,天津,办公用品,消费者,2016/9/8,标准级,809.0
CN-2015-5956361,0.49,1,Safco,"SAFCO 沙滩椅, 红色",904.0,2016/9/13,中国,华北,天津,椅子,邓姝,0.0,8,天津,家具,消费者,2016/9/8,标准级,1846.0
CN-2015-2547654,0.14,1,OIC,"OIC 回形针, 每包 12 个",18.0,2016/6/26,中国,华东,淮北,系固件,郝婷,0.0,2,安徽,办公用品,消费者,2016/6/26,当日,129.0
CN-2014-5679752,-0.22,1,Office Star,"Office Star 凳子, 可调",-321.0,2015/8/3,中国,东北,辽阳,椅子,施奇,0.4,3,辽宁,家具,消费者,2015/7/30,标准级,1482.0
US-2014-1756643,-0.4,1,思科,"思科 智能手机, 全尺寸",-470.0,2015/6/12,中国,华东,杭州,电话,曹伟,0.4,3,浙江,技术,消费者,2015/6/8,标准级,1174.0
US-2014-1756643,-0.3,1,Cardinal,"Cardinal 装订机, 实惠",-23.0,2015/6/12,中国,华东,杭州,装订机,曹伟,0.4,2,浙江,办公用品,消费者,2015/6/8,标准级,77.0
CN-2014-1230612,0.07,1,Harbour Creations,"Harbour Creations 沙滩椅, 黑色",49.0,2015/1/8,中国,中南,浯溪,椅子,肖良,0.1,3,湖南,家具,消费者,2015/1/1,标准级,746.0
CN-2014-1230612,0.35,1,Kraft,"Kraft 马尼拉纸信封, 每套 50 个",260.0,2015/1/8,中国,中南,浯溪,信封,肖良,0.0,6,湖南,办公用品,消费者,2015/1/1,标准级,742.0
CN-2013-2810282,-0.37,1,Eldon,"Eldon 相框, 耐用",-170.0,2014/5/22,中国,东北,朝阳,用具,韦磊,0.4,3,辽宁,家具,小型企业,2014/5/15,标准级,463.0
CN-2013-4537572,0.42,1,Harbour Creations,"Harbour Creations 文件夹标签, 白色",102.0,2014/9/11,中国,西南,自贡,标签,彭丽雪,0.0,6,四川,办公用品,小型企业,2014/9/7,标准级,244.0
CN-2013-4479160,0.06,1,Novimex,"Novimex 折叠椅, 黑色",178.0,2014/4/7,中国,西南,曲靖,椅子,潘莞颖,0.0,8,云南,家具,消费者,2014/4/3,标准级,2979.0
CN-2015-5088117,0.31,1,Tenex,"Tenex 盒, 工业",49.0,2016/10/17,中国,华北,唐山,收纳具,葛欢,0.0,2,河北,办公用品,公司,2016/10/12,标准级,158.0
CN-2014-3834707,0.46,1,Kraft,"Kraft 搭扣信封, 银色",49.0,2015/2/6,中国,华东,济南,信封,巩荷,0.0,2,山东,办公用品,消费者,2015/2/4,一级,106.0
