订单 Id,利润率,记录数,制造商,产品名称,利润,发货日期,国家,地区,城市,子类别,客户名称,折扣,数量,省/自治区,类别,细分,订单日期,邮寄方式,销售额
CN-2015-2102819,0.43 ,1,Ames,"Ames 邮寄品, 红色",316.00 ,2016/10/8,中国,华东,徐州,信封,徐芬,0.00 ,4,江苏,办公用品,公司,2016/10/2,标准级,735.00 
CN-2015-2102819,-0.08 ,1,Hon,"Hon 椅垫, 每套两件",-40.00 ,2016/10/8,中国,华东,徐州,椅子,徐芬,0.40 ,3,江苏,家具,公司,2016/10/2,标准级,485.00 
CN-2015-2102819,-0.25 ,1,Sauder,"Sauder 古典书架, 传统",-1831.00 ,2016/10/8,中国,华东,徐州,书架,徐芬,0.40 ,6,江苏,家具,公司,2016/10/2,标准级,7325.00 
CN-2015-2102819,0.08 ,1,施乐,"施乐 羊皮纸, 回收",10.00 ,2016/10/8,中国,华东,徐州,纸张,徐芬,0.00 ,2,江苏,办公用品,公司,2016/10/2,标准级,123.00 
CN-2012-4395048,0.43 ,1,Ames,"Ames 外皮和封条, 红色",223.00 ,2013/8/26,中国,中南,埠河,信封,曾幂,0.00 ,5,湖北,办公用品,消费者,2013/8/24,一级,519.00 
CN-2012-4395048,-0.55 ,1,Breville,"Breville 微波炉, 白色",-1386.00 ,2013/8/26,中国,中南,埠河,器具,曾幂,0.40 ,3,湖北,办公用品,消费者,2013/8/24,一级,2519.00 
US-2012-5579979,-0.08 ,1,Advantus,"Advantus 闹钟, 一包多件",-36.00 ,2013/5/1,中国,华东,泰州,用具,马惠英,0.40 ,3,江苏,家具,公司,2013/4/29,一级,432.00 
US-2012-5579979,-0.25 ,1,Kleencut,"Kleencut 修剪器, 钢",-57.00 ,2013/5/1,中国,华东,泰州,用品,马惠英,0.40 ,2,江苏,办公用品,公司,2013/4/29,一级,229.00 
CN-2013-2919347,0.07 ,1,Sauder,"Sauder 古典书架, 金属",142.00 ,2014/1/27,中国,东北,鹤岗,书架,许根基,0.00 ,1,黑龙江,家具,小型企业,2014/1/23,标准级,2032.00 
CN-2013-2919347,-0.19 ,1,Boston,"Boston 速写本, 蓝色",-68.00 ,2014/1/27,中国,东北,鹤岗,美术,许根基,0.20 ,2,黑龙江,办公用品,小型企业,2014/1/23,标准级,363.00 
CN-2013-2919347,0.02 ,1,Avery,"Avery 圆形标签, 可调",0.00 ,2014/1/27,中国,东北,鹤岗,标签,许根基,0.00 ,1,黑龙江,办公用品,小型企业,2014/1/23,标准级,24.00 
CN-2013-2919347,0.10 ,1,OIC,"OIC 夹子, 混合尺寸",16.00 ,2014/1/27,中国,东北,鹤岗,系固件,许根基,0.00 ,2,黑龙江,办公用品,小型企业,2014/1/23,标准级,161.00 
CN-2013-2919347,0.08 ,1,Deflect-O,"Deflect-O 门挡, 黑色",49.00 ,2014/1/27,中国,东北,鹤岗,用具,许根基,0.00 ,3,黑龙江,家具,小型企业,2014/1/23,标准级,615.00 
US-2015-4373153,-0.07 ,1,Harbour Creations,"Harbour Creations 凳子, 可调",-68.00 ,2016/7/24,中国,华东,杭州,椅子,施立伟,0.40 ,2,浙江,家具,公司,2016/7/22,一级,1023.00 
US-2015-4373153,0.44 ,1,Ames,"Ames 搭扣信封, 每套 50 个",29.00 ,2016/7/24,中国,华东,杭州,信封,施立伟,0.00 ,2,浙江,办公用品,公司,2016/7/22,一级,67.00 
CN-2012-1105815,0.46 ,1,Eldon,"Eldon 框架, 优质",740.00 ,2013/1/22,中国,华北,辛置,用具,曹欢悦,0.00 ,3,山西,家具,小型企业,2013/1/17,二级,1608.00 
CN-2012-1105815,0.40 ,1,Rogers,"Rogers 文件车, 单宽度",1586.00 ,2013/1/22,中国,华北,辛置,收纳具,曹欢悦,0.00 ,6,山西,办公用品,小型企业,2013/1/17,二级,3966.00 
CN-2015-3028018,0.19 ,1,Acme,"Acme 尺子, 蓝色",74.00 ,2016/3/3,中国,东北,海林,用品,邱升,0.00 ,5,黑龙江,办公用品,消费者,2016/2/29,一级,390.00 
CN-2013-4190541,0.45 ,1,Jiffy,"Jiffy 马尼拉纸信封, 回收",104.00 ,2014/6/16,中国,华东,上虞,信封,林丹,0.00 ,2,浙江,办公用品,消费者,2014/6/11,二级,232.00 
CN-2015-2852208,0.31 ,1,Cardinal,"Cardinal 打孔机, 透明",531.00 ,2016/1/7,中国,华北,秦皇岛,装订机,贺宁,0.00 ,13,河北,办公用品,消费者,2016/1/6,一级,1714.00 
CN-2015-2852208,0.03 ,1,Rubbermaid,"Rubvermaid 框架, 耐用",45.00 ,2016/1/7,中国,华北,秦皇岛,用具,贺宁,0.00 ,3,河北,家具,消费者,2016/1/6,一级,1497.00 
CN-2015-2852208,0.12 ,1,Fiskars,"Fiskars 剪刀, 钢",38.00 ,2016/1/7,中国,华北,秦皇岛,用品,贺宁,0.00 ,3,河北,办公用品,消费者,2016/1/6,一级,316.00 
CN-2015-2852208,0.34 ,1,Hamilton Beach,"Hamilton Beach 搅拌机, 白色",768.00 ,2016/1/7,中国,华北,秦皇岛,器具,贺宁,0.00 ,7,河北,办公用品,消费者,2016/1/6,一级,2260.00 
CN-2012-5834341,0.46 ,1,Safco,"SAFCO 椅垫, 可调",802.00 ,2013/1/15,中国,华北,咸水沽,椅子,丁崆,0.00 ,6,天津,家具,消费者,2013/1/13,一级,1745.00 
CN-2015-3798503,0.19 ,1,BIC,"BIC 荧光笔, 蓝色",33.00 ,2016/7/22,中国,华东,兖州,美术,严聪,0.00 ,2,山东,办公用品,消费者,2016/7/20,二级,177.00 
CN-2015-3798503,0.25 ,1,Binney & Smith,"Binney & Smith 记号笔, 整包",142.00 ,2016/7/22,中国,华东,兖州,美术,严聪,0.00 ,5,山东,办公用品,消费者,2016/7/20,二级,568.00 
CN-2012-2706465,0.20 ,1,Cameo,"Cameo 商业信封, 回收",29.00 ,2013/1/27,中国,东北,青冈,信封,段强,0.00 ,2,黑龙江,办公用品,公司,2013/1/27,当日,147.00 
CN-2012-2706465,0.27 ,1,Acco,"Acco 订书机, 耐用",464.00 ,2013/1/27,中国,东北,青冈,装订机,段强,0.00 ,7,黑龙江,办公用品,公司,2013/1/27,当日,1718.00 
CN-2015-1399108,0.44 ,1,惠普,"惠普 墨水, 彩色",801.00 ,2016/11/13,中国,东北,朝阳,复印机,常松,0.00 ,3,吉林,技术,消费者,2016/11/11,二级,1822.00 
CN-2012-5601190,0.08 ,1,爱普生,"爱普生 电话, 红色",29.00 ,2013/11/29,中国,东北,朝阳,设备,范刚,0.00 ,1,吉林,技术,消费者,2013/11/25,标准级,365.00 
CN-2013-5726249,0.23 ,1,贝尔金,"贝尔金 鼠标, 耐用",44.00 ,2014/8/11,中国,中南,南宁,配件,田妮,0.00 ,1,广西,技术,小型企业,2014/8/4,标准级,191.00 
CN-2015-1374105,0.49 ,1,Tenex,"Tenex 框架, 一包多件",1006.00 ,2016/2/28,中国,中南,阳江,用具,武杰,0.00 ,4,广东,家具,小型企业,2016/2/21,标准级,2054.00 
CN-2014-5586841,0.43 ,1,Enermax,"Enermax 计划信息表, 回收",360.00 ,2015/7/31,中国,华东,新泰,纸张,黄婷,0.00 ,8,山东,办公用品,消费者,2015/7/27,标准级,837.00 
CN-2015-5510381,0.11 ,1,Cuisinart,"Cuisinart 炉灶, 黑色",828.00 ,2016/4/5,中国,西北,阿克苏,器具,肖保,0.00 ,3,新疆,办公用品,消费者,2016/4/1,二级,7528.00 
CN-2014-4150128,0.32 ,1,StarTech,"StarTech 收据打印机, 白色",325.00 ,2015/6/24,中国,华北,太原,设备,范恒,0.00 ,2,山西,技术,消费者,2015/6/20,二级,1017.00 
US-2015-1564715,-0.09 ,1,Hon,"Hon 沙滩椅, 黑色",-64.00 ,2016/11/4,中国,中南,周口,椅子,梁安,0.10 ,4,河南,家具,公司,2016/11/3,一级,718.00 
US-2015-1564715,0.11 ,1,Green Bar,"Green Bar 笔记本, 每包 12 个",17.00 ,2016/11/4,中国,中南,周口,纸张,梁安,0.00 ,1,河南,办公用品,公司,2016/11/3,一级,158.00 
CN-2013-2737126,0.34 ,1,Acme,"Acme 修剪器, 锯齿状",196.00 ,2014/7/8,中国,中南,浯溪,用品,卢淑芳,0.00 ,3,湖南,办公用品,消费者,2014/7/3,二级,578.00 
CN-2013-2737126,0.20 ,1,罗技,"罗技 闪存驱动器, 可编程",119.00 ,2014/7/8,中国,中南,浯溪,配件,卢淑芳,0.00 ,4,湖南,技术,消费者,2014/7/3,二级,598.00 
CN-2012-1640388,0.49 ,1,Jiffy,"Jiffy 商业信封, 红色",89.00 ,2013/9/15,中国,东北,长春,信封,邹涛,0.00 ,2,吉林,办公用品,公司,2013/9/15,当日,182.00 
CN-2012-1640388,-0.08 ,1,Barricks,"Barricks 电脑桌, 白色",-672.00 ,2013/9/15,中国,东北,长春,桌子,邹涛,0.25 ,5,吉林,家具,公司,2013/9/15,当日,8401.00 
CN-2014-3566090,0.11 ,1,Cameo,"Cameo 局间信封, 红色",52.00 ,2015/9/25,中国,西南,重庆,信封,韩廉,0.00 ,2,重庆,办公用品,消费者,2015/9/22,二级,476.00 
CN-2015-1455994,0.11 ,1,Harbour Creations,"Harbour Creations 运输标签, 白色",12.00 ,2016/11/14,中国,华东,九江,标签,郝惠,0.00 ,2,江西,办公用品,消费者,2016/11/12,一级,107.00 
CN-2015-1455994,0.29 ,1,Bush,"Bush 搁架, 白色",2116.00 ,2016/11/14,中国,华东,九江,书架,郝惠,0.00 ,9,江西,家具,消费者,2016/11/12,一级,7299.00 
CN-2014-3297567,0.42 ,1,思科,"思科 信号增强器, 蓝色",1785.00 ,2015/3/27,中国,西南,海口,电话,俞丹,0.00 ,6,云南,技术,消费者,2015/3/22,标准级,4251.00 
CN-2014-3297567,0.35 ,1,摩托罗拉,"摩托罗拉 耳机, 整包",391.00 ,2015/3/27,中国,西南,海口,电话,俞丹,0.00 ,3,云南,技术,消费者,2015/3/22,标准级,1118.00 
CN-2014-3297567,0.09 ,1,罗技,"罗技 键区, 耐用",58.00 ,2015/3/27,中国,西南,海口,配件,俞丹,0.00 ,3,云南,技术,消费者,2015/3/22,标准级,651.00 
CN-2012-5048976,0.20 ,1,Boston,"Boston 画布, 金属",51.00 ,2013/5/28,中国,西南,重庆,美术,邹涛,0.00 ,1,重庆,办公用品,公司,2013/5/23,二级,256.00 
CN-2012-5048976,0.05 ,1,Eaton,"Eaton 计划信息表, 每包 12 个",17.00 ,2013/5/28,中国,西南,重庆,纸张,邹涛,0.00 ,3,重庆,办公用品,公司,2013/5/23,二级,346.00 
CN-2012-5048976,0.43 ,1,Enermax,"Enermax 闪存驱动器, 实惠",83.00 ,2013/5/28,中国,西南,重庆,配件,邹涛,0.00 ,1,重庆,技术,公司,2013/5/23,二级,194.00 
CN-2012-5048976,0.14 ,1,Sauder,"Sauder 书库, 黑色",1271.00 ,2013/5/28,中国,西南,重庆,书架,邹涛,0.00 ,5,重庆,家具,公司,2013/5/23,二级,9076.00 
CN-2014-1086295,0.12 ,1,Brother,"Brother 传真机, 红色",1595.00 ,2015/3/25,中国,东北,长春,复印机,刘婵,0.00 ,9,吉林,技术,消费者,2015/3/20,标准级,13303.00 
CN-2014-1086295,0.25 ,1,Tenex,"Tenex 搁板, 单宽度",446.00 ,2015/3/25,中国,东北,长春,收纳具,刘婵,0.00 ,7,吉林,办公用品,消费者,2015/3/20,标准级,1787.00 
CN-2012-1297686,0.10 ,1,Enermax,"Enermax 记忆卡, 耐用",160.00 ,2013/9/21,中国,华东,富阳,配件,余婵,0.40 ,5,浙江,技术,公司,2013/9/15,标准级,1604.00 
CN-2012-1297686,-0.30 ,1,Hoover,"Hoover 烤面包机, 红色",-492.00 ,2013/9/21,中国,华东,富阳,器具,余婵,0.40 ,7,浙江,办公用品,公司,2013/9/15,标准级,1639.00 
CN-2012-1297686,0.15 ,1,Kleencut,"Kleencut 剪刀, 工业",30.00 ,2013/9/21,中国,华东,富阳,用品,余婵,0.40 ,3,浙江,办公用品,公司,2013/9/15,标准级,201.00 
CN-2015-3781425,0.45 ,1,Acco,"Acco 装订机, 回收",130.00 ,2016/7/9,中国,西南,重庆,装订机,顾黎明,0.00 ,4,重庆,办公用品,消费者,2016/7/3,标准级,290.00 
CN-2015-3781425,0.23 ,1,Memorex,"Memorex 鼠标, 耐用",152.00 ,2016/7/9,中国,西南,重庆,配件,顾黎明,0.00 ,5,重庆,技术,消费者,2016/7/3,标准级,662.00 
CN-2015-3064620,0.20 ,1,Safco,"Safco 书库, 传统",3273.00 ,2016/11/29,中国,中南,冷水江,书架,麦实,0.00 ,9,湖南,家具,公司,2016/11/23,标准级,16371.00 
CN-2015-3064620,0.25 ,1,诺基亚,"诺基亚 耳机, 全尺寸",1042.00 ,2016/11/29,中国,中南,冷水江,电话,麦实,0.00 ,12,湖南,技术,公司,2016/11/23,标准级,4166.00 
CN-2014-5929986,0.32 ,1,Eldon,"Eldon 文件夹, 单宽度",76.00 ,2015/11/2,中国,中南,深圳,收纳具,夏芯,0.00 ,3,广东,办公用品,消费者,2015/10/28,标准级,238.00 
CN-2015-5488732,0.03 ,1,Office Star,"Office Star 摇椅, 每套两件",80.00 ,2016/6/19,中国,华东,青岛,椅子,顾升,0.00 ,4,山东,家具,小型企业,2016/6/17,二级,2672.00 
CN-2015-5488732,0.10 ,1,Breville,"Breville 搅拌机, 红色",84.00 ,2016/6/19,中国,华东,青岛,器具,顾升,0.00 ,2,山东,办公用品,小型企业,2016/6/17,二级,842.00 
CN-2014-3969050,0.34 ,1,Eldon,"Eldon 框架, 耐用",539.00 ,2015/8/16,中国,华东,合肥,用具,常光,0.00 ,3,安徽,家具,公司,2015/8/16,当日,1586.00 
CN-2015-1752478,0.24 ,1,StarTech,"StarTech 喷墨打印机, 白色",2017.00 ,2016/9/28,中国,东北,长春,设备,戴立,0.00 ,6,吉林,技术,消费者,2016/9/26,一级,8405.00 
CN-2015-1752478,0.36 ,1,Harbour Creations,"Harbour Creations 摇椅, 每套两件",502.00 ,2016/9/28,中国,东北,长春,椅子,戴立,0.00 ,2,吉林,家具,消费者,2016/9/26,一级,1394.00 
CN-2015-5844938,0.02 ,1,惠普,"惠普 传真机, 彩色",42.00 ,2016/6/27,中国,中南,应城,复印机,何晨,0.40 ,3,湖北,技术,消费者,2016/6/23,标准级,2532.00 
CN-2014-4266965,0.06 ,1,Binney & Smith,"Binney & Smith 记号笔, 整包",11.00 ,2015/11/24,中国,中南,沅江,美术,谢雯,0.20 ,2,湖南,办公用品,小型企业,2015/11/18,标准级,182.00 
CN-2014-4266965,0.02 ,1,Avery,"Avery 文件夹标签, 白色",4.00 ,2015/11/24,中国,中南,沅江,标签,谢雯,0.00 ,5,湖南,办公用品,小型企业,2015/11/18,标准级,213.00 
US-2014-4519254,-0.45 ,1,贝尔金,"贝尔金 闪存驱动器, 实惠",-212.00 ,2015/6/18,中国,中南,黄石,配件,常君,0.40 ,4,湖北,技术,公司,2015/6/14,二级,470.00 
CN-2015-2213009,0.17 ,1,Hon,"Hon 圆形标签, 耐用",22.00 ,2016/2/10,中国,华东,上海,标签,马莲,0.00 ,4,上海,办公用品,公司,2016/2/6,标准级,132.00 
CN-2015-2213009,0.20 ,1,三星,"三星 充电器, 全尺寸",595.00 ,2016/2/10,中国,华东,上海,电话,马莲,0.00 ,1,上海,技术,公司,2016/2/6,标准级,2975.00 
CN-2013-4985754,0.42 ,1,KitchenAid,"KitchenAid 烤面包机, 银色",337.00 ,2014/11/9,中国,中南,平顶山,器具,佟斯云,0.00 ,2,河南,办公用品,小型企业,2014/11/7,二级,803.00 
CN-2013-4985754,0.19 ,1,Hamilton Beach,"Hamilton Beach 微波炉, 白色",249.00 ,2014/11/9,中国,中南,平顶山,器具,佟斯云,0.00 ,1,河南,办公用品,小型企业,2014/11/7,二级,1310.00 
CN-2013-4240650,0.40 ,1,Sauder,"Sauder 书库, 金属",2168.00 ,2014/1/11,中国,中南,深圳,书架,尹凤,0.00 ,3,广东,家具,公司,2014/1/6,二级,5419.00 
CN-2013-4240650,0.50 ,1,Hewlett,"Hewlett 个人复印机, 数字化",1007.00 ,2014/1/11,中国,中南,深圳,复印机,尹凤,0.00 ,3,广东,技术,公司,2014/1/6,二级,2015.00 
US-2014-4764837,-0.40 ,1,KitchenAid,"KitchenAid 炉灶, 银色",-1919.00 ,2015/6/17,中国,中南,武汉,器具,曹欢悦,0.40 ,3,湖北,办公用品,小型企业,2015/6/13,二级,4796.00 
US-2014-4764837,-0.02 ,1,OIC,"OIC 夹子, 每包 12 个",-4.00 ,2015/6/17,中国,中南,武汉,系固件,曹欢悦,0.40 ,4,湖北,办公用品,小型企业,2015/6/13,二级,215.00 
CN-2015-3490090,0.08 ,1,Elite,"Elite 剪刀, 钢",49.00 ,2016/5/18,中国,华北,唐山,用品,钱伟,0.00 ,6,河北,办公用品,公司,2016/5/11,标准级,614.00 
CN-2015-3490090,0.05 ,1,Fiskars,"Fiskars 修剪器, 工业",41.00 ,2016/5/18,中国,华北,唐山,用品,钱伟,0.00 ,4,河北,办公用品,公司,2016/5/11,标准级,820.00 
CN-2015-3490090,0.32 ,1,Green Bar,"Green Bar 信纸, 回收",144.00 ,2016/5/18,中国,华北,唐山,纸张,钱伟,0.00 ,2,河北,办公用品,公司,2016/5/11,标准级,451.00 
CN-2015-2313079,0.17 ,1,Hewlett,"Hewlett 复印机, 数字化",209.00 ,2016/9/4,中国,中南,岳阳,复印机,徐婵,0.00 ,1,湖南,技术,小型企业,2016/8/30,二级,1229.00 
CN-2015-2313079,0.06 ,1,摩托罗拉,"摩托罗拉 充电器, 全尺寸",1081.00 ,2016/9/4,中国,中南,岳阳,电话,徐婵,0.00 ,6,湖南,技术,小型企业,2016/8/30,二级,18031.00 
CN-2015-2313079,0.24 ,1,KitchenAid,"KitchenAid 冰箱, 红色",3547.00 ,2016/9/4,中国,中南,岳阳,器具,徐婵,0.00 ,6,湖南,办公用品,小型企业,2016/8/30,二级,14782.00 
CN-2015-2313079,0.41 ,1,Office Star,"Office Star 扶手椅, 可调",8114.00 ,2016/9/4,中国,中南,岳阳,椅子,徐婵,0.10 ,10,湖南,家具,小型企业,2016/8/30,二级,19737.00 
US-2014-2560123,0.32 ,1,Tenex,"Tenex 盘, 单宽度",243.00 ,2015/3/22,中国,西北,西安,收纳具,秦宁,0.00 ,3,陕西,办公用品,消费者,2015/3/18,标准级,759.00 
US-2014-2560123,0.21 ,1,Enermax,"Enermax 备忘录便条, 回收",45.00 ,2015/3/22,中国,西北,西安,纸张,秦宁,0.00 ,3,陕西,办公用品,消费者,2015/3/18,标准级,218.00 
US-2014-2560123,0.18 ,1,Harbour Creations,"Harbour Creations 沙滩椅, 可调",376.00 ,2015/3/22,中国,西北,西安,椅子,秦宁,0.00 ,7,陕西,家具,消费者,2015/3/18,标准级,2094.00 
US-2014-2560123,0.46 ,1,Acco,"Acco 标签, 实惠",37.00 ,2015/3/22,中国,西北,西安,装订机,秦宁,0.00 ,2,陕西,办公用品,消费者,2015/3/18,标准级,80.00 
US-2014-2560123,0.07 ,1,GlobeWeis,"GlobeWeis 邮寄品, 每套 50 个",37.00 ,2015/3/22,中国,西北,西安,信封,秦宁,0.00 ,3,陕西,办公用品,消费者,2015/3/18,标准级,540.00 
US-2014-2560123,0.02 ,1,Safco,"Safco 墙角架, 黑色",70.00 ,2015/3/22,中国,西北,西安,书架,秦宁,0.00 ,5,陕西,家具,消费者,2015/3/18,标准级,3519.00 
US-2014-2560123,0.00 ,1,Wilson Jones,"Wilson Jones 孔加固材料, 耐用",0.00 ,2015/3/22,中国,西北,西安,装订机,秦宁,0.00 ,2,陕西,办公用品,消费者,2015/3/18,标准级,56.00 
CN-2015-2051602,0.21 ,1,Cuisinart,"Cuisinart 微波炉, 红色",819.00 ,2016/10/15,中国,华东,平度,器具,林磊,0.00 ,3,山东,办公用品,小型企业,2016/10/12,一级,3898.00 
US-2012-1243146,-0.60 ,1,冲电器,"冲电器 计算器, 白色",-171.00 ,2013/5/1,中国,中南,忻州,设备,袁临耀,0.40 ,2,湖北,技术,消费者,2013/4/26,标准级,284.00 
CN-2013-1734605,0.18 ,1,罗技,"罗技 路由器, 可编程",1044.00 ,2014/4/23,中国,西南,重庆,配件,殷莲,0.00 ,5,重庆,技术,消费者,2014/4/18,标准级,5806.00 
CN-2013-1734605,0.06 ,1,Stiletto,"Stiletto 大剪刀, 钢",53.00 ,2014/4/23,中国,西南,重庆,用品,殷莲,0.00 ,4,重庆,办公用品,消费者,2014/4/18,标准级,886.00 
CN-2013-1734605,0.13 ,1,Acco,"Acco 标签, 回收",16.00 ,2014/4/23,中国,西南,重庆,装订机,殷莲,0.00 ,3,重庆,办公用品,消费者,2014/4/18,标准级,125.00 
CN-2012-5105254,0.11 ,1,KitchenAid,"KitchenAid 咖啡研磨机, 红色",144.00 ,2013/1/20,中国,中南,长沙,器具,涂博,0.00 ,4,湖南,办公用品,消费者,2013/1/18,二级,1315.00 
CN-2014-1587245,0.29 ,1,Eldon,"Eldon 门挡, 黑色",745.00 ,2015/5/25,中国,中南,深圳,用具,白欢,0.00 ,11,广东,家具,小型企业,2015/5/21,二级,2575.00 
CN-2014-1587245,0.16 ,1,Acme,"Acme 美工刀, 工业",206.00 ,2015/5/25,中国,中南,深圳,用品,白欢,0.00 ,7,广东,办公用品,小型企业,2015/5/21,二级,1288.00 
CN-2014-1587245,0.34 ,1,Tenex,"Tenex 门挡, 一包多件",70.00 ,2015/5/25,中国,中南,深圳,用具,白欢,0.00 ,1,广东,家具,小型企业,2015/5/21,二级,205.00 
CN-2014-1587245,0.06 ,1,Smead,"Smead 合法证物标签, 白色",9.00 ,2015/5/25,中国,中南,深圳,标签,白欢,0.00 ,3,广东,办公用品,小型企业,2015/5/21,二级,155.00 
CN-2013-4258082,0.38 ,1,Fellowes,"Fellowes 盘, 金属",200.00 ,2014/12/4,中国,西南,绵阳,收纳具,殷康,0.00 ,2,四川,办公用品,公司,2014/12/4,当日,527.00 
CN-2013-4258082,0.17 ,1,宜家,"宜家 搁架, 白色",403.00 ,2014/12/4,中国,西南,绵阳,书架,殷康,0.40 ,5,四川,家具,公司,2014/12/4,当日,2420.00 
CN-2013-4258082,-0.37 ,1,Hon,"Hon 沙滩椅, 可调",-294.00 ,2014/12/4,中国,西南,绵阳,椅子,殷康,0.40 ,6,四川,家具,公司,2014/12/4,当日,800.00 
CN-2013-4258082,-0.58 ,1,Cardinal,"Cardinal 标签, 透明",-22.00 ,2014/12/4,中国,西南,绵阳,装订机,殷康,0.40 ,2,四川,办公用品,公司,2014/12/4,当日,38.00 
CN-2012-1246652,0.42 ,1,Cardinal,"Cardinal 标签, 耐用",34.00 ,2013/10/8,中国,西南,合川,装订机,贺丹,0.00 ,2,重庆,办公用品,消费者,2013/10/6,二级,82.00 
US-2012-2530333,0.11 ,1,Green Bar,"Green Bar 笔记本, 每包 12 个",52.00 ,2013/2/5,中国,中南,广州,纸张,熊荣,0.00 ,3,广东,办公用品,消费者,2013/2/2,一级,475.00 
CN-2013-4688195,0.36 ,1,Advantus,"Advantus 相框, 耐用",168.00 ,2014/3/27,中国,中南,郑州,用具,陶惠,0.00 ,2,河南,家具,小型企业,2014/3/27,当日,467.00 
CN-2015-2642546,0.39 ,1,Avery,"Avery 订书机, 透明",527.00 ,2016/5/3,中国,东北,辉南,装订机,殷凤,0.00 ,6,吉林,办公用品,小型企业,2016/4/28,标准级,1352.00 
CN-2015-2642546,0.44 ,1,Jiffy,"Jiffy 外皮和封条, 每套 50 个",82.00 ,2016/5/3,中国,东北,辉南,信封,殷凤,0.00 ,2,吉林,办公用品,小型企业,2016/4/28,标准级,187.00 
CN-2015-3291123,0.34 ,1,Cardinal,"Cardinal 装订机盖, 透明",54.00 ,2016/6/20,中国,中南,郑州,装订机,常崆,0.00 ,3,河南,办公用品,消费者,2016/6/18,二级,160.00 
CN-2014-5922906,0.44 ,1,Sauder,"Sauder 搁架, 黑色",402.00 ,2015/7/17,中国,中南,广州,书架,陶盛,0.00 ,1,广东,家具,消费者,2015/7/11,标准级,914.00 
CN-2014-5922906,0.12 ,1,Eldon,"Eldon 盒, 单宽度",6.00 ,2015/7/17,中国,中南,广州,收纳具,陶盛,0.00 ,1,广东,办公用品,消费者,2015/7/11,标准级,48.00 
CN-2012-3529472,0.49 ,1,Fiskars,"Fiskars 修剪器, 蓝色",676.00 ,2013/11/29,中国,华东,上海,用品,曹琼,0.00 ,7,上海,办公用品,小型企业,2013/11/24,标准级,1382.00 
CN-2013-5378913,-0.07 ,1,Novimex,"Novimex 折叠椅, 红色",-324.00 ,2014/3/19,中国,中南,湘潭,椅子,付丽,0.10 ,14,湖南,家具,消费者,2014/3/19,当日,4835.00 
CN-2013-5378913,0.33 ,1,Cameo,"Cameo 局间信封, 银色",230.00 ,2014/3/19,中国,中南,湘潭,信封,付丽,0.00 ,3,湖南,办公用品,消费者,2014/3/19,当日,698.00 
CN-2013-5378913,0.32 ,1,Eaton,"Eaton 令, 多色",42.00 ,2014/3/19,中国,中南,湘潭,纸张,付丽,0.00 ,1,湖南,办公用品,消费者,2014/3/19,当日,130.00 
US-2014-5844938,-0.48 ,1,Dania,"Dania 古典书架, 金属",-555.00 ,2015/9/27,中国,华东,仪征,书架,潘雯,0.40 ,1,江苏,家具,公司,2015/9/23,标准级,1149.00 
CN-2014-2051602,0.46 ,1,Eldon,"Eldon 闹钟, 黑色",485.00 ,2015/11/3,中国,中南,桂平,用具,谢君,0.00 ,4,广西,家具,消费者,2015/10/30,标准级,1055.00 
CN-2012-2084652,0.14 ,1,Sauder,"Sauder 搁架, 金属",380.00 ,2013/9/14,中国,华东,州城镇,书架,卢壁,0.00 ,3,山东,家具,消费者,2013/9/11,一级,2717.00 
CN-2012-2084652,0.18 ,1,Ibico,"Ibico 打孔机, 回收",52.00 ,2013/9/14,中国,华东,州城镇,装订机,卢壁,0.00 ,2,山东,办公用品,消费者,2013/9/11,一级,288.00 
CN-2012-2084652,0.47 ,1,Hoover,"Hoover 咖啡研磨机, 白色",293.00 ,2013/9/14,中国,华东,州城镇,器具,卢壁,0.00 ,2,山东,办公用品,消费者,2013/9/11,一级,625.00 
CN-2015-1313540,-0.43 ,1,Ibico,"Ibico 孔加固材料, 透明",-39.00 ,2016/8/30,中国,华北,满洲里,装订机,任梅,0.40 ,5,内蒙古,办公用品,小型企业,2016/8/24,标准级,90.00 
CN-2012-1787632,0.32 ,1,Kraft,"Kraft 商业信封, 回收",113.00 ,2013/12/10,中国,中南,钦州,信封,常黎明,0.00 ,5,广西,办公用品,消费者,2013/12/3,标准级,356.00 
CN-2015-1753680,0.41 ,1,Memorex,"Memorex 路由器, 耐用",2828.00 ,2016/6/13,中国,华东,青岛,配件,薛婷,0.00 ,6,山东,技术,消费者,2016/6/9,标准级,6900.00 
CN-2015-1753680,0.23 ,1,Acco,"Acco 打孔机, 透明",63.00 ,2016/6/13,中国,华东,青岛,装订机,薛婷,0.00 ,2,山东,办公用品,消费者,2016/6/9,标准级,276.00 
CN-2015-1753680,0.09 ,1,Tenex,"Tenex 文件夹, 金属",9.00 ,2016/6/13,中国,华东,青岛,收纳具,薛婷,0.00 ,1,山东,办公用品,消费者,2016/6/9,标准级,104.00 
CN-2015-1753680,0.20 ,1,BIC,"BIC 速写本, 混合尺寸",97.00 ,2016/6/13,中国,华东,青岛,美术,薛婷,0.00 ,2,山东,办公用品,消费者,2016/6/9,标准级,484.00 
CN-2015-3551529,0.42 ,1,Novimex,"Novimex 可去除的标签, 白色",116.00 ,2016/10/5,中国,中南,蔡甸,标签,严强,0.00 ,6,湖北,办公用品,消费者,2016/9/29,标准级,276.00 
